num_dots_url,num_hyph_url,num_underline_url,num_slash_url,num_questionmark_url,num_equal_url,at_sign_url,num_exclamation_url,num_space_url,tilde_url,num_comma_url,num_plus_url,num_asterisk_url,hashtag_url,num_dollar_url,num_tld_url,length_url,num_dots_dom,num_hyph_dom,num_underline_dom,num_vowels_dom,dom_in_ip,server_client_dom,num_dots_path,num_hyph_path,num_underline_path,num_slash_path,num_equal_path,at_sign_path,num_and_path,num_exclamation_path,tilde_path,num_plus_path,num_asterisk_path,num_percent_path,length_path,num_dots_file,num_hyph_file,num_underline_file,at_sign_file,num_and_file,tilde_file,length_file,num_dots_param,num_hyph_param,num_slash_param,num_questionmark_param,at_sign_param,num_exclamation_param,num_space_param,tilde_param,num_comma_param,num_plus_param,num_asterisk_param,num_percent_param,tld_in_param,phishing
3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,48,2,0,0,7,0,0,1,1,0,2,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27,2,2,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,87,2,1,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,39,1,0,0,5,0,0,1,1,0,2,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,74,2,2,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,21,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,31,2,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,76,2,0,0,8,0,0,1,0,0,2,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,3,0,1,0,0,0,1,0,0,0,1,0,1,71,2,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,1,124,2,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,44,2,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,32,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,85,2,0,0,9,0,0,1,0,1,2,0,0,0,0,0,0,0,0,50,1,0,1,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,37,1,0,0,6,0,0,1,0,0,3,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,1,3,1,1,1,0,0,0,0,0,0,0,0,0,2,77,5,1,0,8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,13,1,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,92,2,1,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,3,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,73,2,0,0,7,0,0,0,1,0,5,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,3,5,1,1,0,0,0,0,0,0,0,0,0,1,103,2,0,0,5,0,0,0,0,2,5,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,4,0,0,1,0,0,0,0,0,0,1,0,2,65,2,0,0,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,2,3,4,1,2,1,0,0,0,0,0,0,0,0,2,175,1,0,0,5,0,0,1,1,0,4,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,9,5,1,0,0,1,0,0,0,0,0,0,0,1,1
2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,39,1,0,0,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,37,2,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,115,1,0,0,9,0,0,0,4,0,3,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23,2,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,8,0,11,1,4,0,0,0,0,0,0,0,0,0,2,271,2,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,3,2,8,7,0,0,0,0,0,0,0,0,1,1,1
2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,29,1,0,0,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,92,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,6,1,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,56,2,1,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,42,3,1,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,2,1,1,1,0,0,0,0,0,0,0,0,0,1,119,2,4,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,28,1,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,42,2,1,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,113,2,0,0,6,0,0,0,4,0,3,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,39,1,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,47,2,0,0,5,0,0,1,2,0,2,0,0,0,0,0,0,0,0,25,1,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,80,1,0,0,8,0,0,3,0,0,5,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,65,4,2,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,77,1,0,0,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,19,2,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,39,2,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,4,1,1,0,0,0,0,0,0,0,0,0,2,43,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,43,2,1,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,70,3,0,0,11,0,0,0,2,0,6,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,37,2,0,0,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,0,15,1,5,0,0,0,0,0,0,0,0,0,3,291,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,12,4,2,14,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,57,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,2,4,15,3,5,0,0,0,0,0,0,0,0,0,3,323,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,12,4,2,14,2,0,0,0,0,0,0,0,2,1,1
10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,50,2,1,0,14,0,0,8,0,0,2,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,74,3,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,56,2,0,0,7,0,0,1,0,1,3,0,0,0,0,0,0,0,0,38,1,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,36,2,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,0,3,1,1,0,0,0,0,0,0,0,0,0,2,93,2,4,0,14,0,0,1,0,0,3,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,45,2,1,0,7,0,0,1,0,0,3,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,76,4,0,0,6,0,0,0,0,2,3,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,61,4,2,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,31,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,47,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,51,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,68,2,0,0,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,48,0,2,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17,1,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,34,2,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,29,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,28,1,2,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,71,3,0,0,14,0,0,1,1,0,2,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,36,1,0,0,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,52,1,0,0,7,0,0,1,1,0,3,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,30,2,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,81,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,1
3,8,0,1,1,2,0,0,0,0,0,0,0,0,0,1,127,2,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,1
1,6,0,4,0,0,0,0,0,0,0,0,0,0,0,1,55,1,0,0,4,0,0,0,6,0,4,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23,1,3,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,5,1,5,0,0,0,0,0,0,0,0,0,1,137,2,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,34,1,0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,2,0,1,0,0,0,0,4,0,0,0,0,2,71,3,1,0,9,0,0,0,0,0,2,1,0,0,0,0,0,0,0,43,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,44,1,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,45,2,2,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,87,2,1,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,43,1,1,0,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,41,1,0,0,7,0,0,1,0,0,3,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,21,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,47,2,0,0,3,0,0,1,1,0,3,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,25,1,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,43,1,0,0,5,0,0,1,1,0,4,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,33,2,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,29,3,0,0,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,7,0,0,0,0,0,0,0,0,0,0,0,3,972,1,0,0,4,0,0,3,2,0,7,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,32,3,0,0,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
